Titulo/Contrato;Vencimento do Titulo/Contrato;Valor do Estoque;Quantidade do Estoque;Mes do Estoque;Classe da Carteira;Tipo de Divida
BID1811/OCBR;23/11/2107;3616320,30;1,00;06/2023;Mercado;Dívida Externa
BIRD7901-BR;05/10/2110;120391674,66;1,00;06/2023;Mercado;Dívida Externa
KfW30089;18/02/2122;1848799986,21;1,00;06/2023;Mercado;Dívida Externa
BIRD9074-BR;21/07/2121;9527337,00;1,00;06/2023;Mercado;Dívida Externa
SEK-FX2-SEK;25/08/2115;9708487340,65;1,00;06/2023;Mercado;Dívida Externa
BID2791/OCBR;10/06/2113;18008702,81;1,00;07/2023;Mercado;Dívida Externa
NDB-20BR02;24/12/2120;4832690954,61;1,00;07/2023;Mercado;Dívida Externa
BIRD8074-BR;15/12/2111;56891184,89;1,00;07/2023;Mercado;Dívida Externa
BIRD9074-BR;21/07/2121;9432072,16;1,00;07/2023;Mercado;Dívida Externa
BID4723/OCBR;04/12/2119;606706686,51;1,00;08/2023;Mercado;Dívida Externa
SOCGENPROJ-H;24/02/2109;1385504065,76;1,00;08/2023;Mercado;Dívida Externa
BID4732/OCBR;04/12/2119;10388569,67;1,00;08/2023;Mercado;Dívida Externa
PROSUB1BRNAV;02/12/2109;1225780384,19;1,00;08/2023;Mercado;Dívida Externa
BID1628/OCBR;14/09/2105;21438888,60;1,00;09/2023;Mercado;Dívida Externa
BIRD9074-BR;21/07/2121;10082663,93;1,00;09/2023;Mercado;Dívida Externa
BIRD8074-BR;15/12/2111;60685814,19;1,00;09/2023;Mercado;Dívida Externa
BID2919/OCBR;17/12/2113;34755181,69;1,00;09/2023;Mercado;Dívida Externa
BIRD9172-BR;17/06/2121;5097243520,82;1,00;10/2023;Mercado;Dívida Externa
SEK-FX2-SEK;25/08/2115;10003458958,52;1,00;10/2023;Mercado;Dívida Externa
FIDA437;22/08/2114;37339204,02;1,00;10/2023;Mercado;Dívida Externa
JBICBZ-P14;30/04/2103;28333345,73;1,00;10/2023;Mercado;Dívida Externa
BIRD9172-BR;17/06/2121;5002705058,35;1,00;11/2023;Mercado;Dívida Externa
BIRD7782-BR;22/12/2109;12199575,71;1,00;11/2023;Mercado;Dívida Externa
BIRDTF019211;01/06/2117;23364549,06;1,00;11/2023;Mercado;Dívida Externa
BID1811/OCBR;23/11/2107;3276081,64;1,00;11/2023;Mercado;Dívida Externa
BID1628/OCBR;14/09/2105;21357329,08;1,00;11/2023;Mercado;Dívida Externa
BIRD8813-BR;24/05/2118;15670306,66;1,00;11/2023;Mercado;Dívida Externa
KfW30089;18/02/2122;1888349281,53;1,00;11/2023;Mercado;Dívida Externa
BIRD7782-BR;22/12/2109;11327394,15;1,00;12/2023;Mercado;Dívida Externa
CAF011395;21/12/2120;1697969111,39;1,00;12/2023;Mercado;Dívida Externa
BIRDTF019211;01/06/2117;22894674,43;1,00;12/2023;Mercado;Dívida Externa
BID2229/OCBR;12/11/2109;6887048,49;1,00;12/2023;Mercado;Dívida Externa
JBICBZ-P14;30/04/2103;28930338,31;1,00;01/2024;Mercado;Dívida Externa
BID1811/OCBR;23/11/2107;3320103,58;1,00;01/2024;Mercado;Dívida Externa
BIRD8095-BR;01/03/2112;169449209,61;1,00;01/2024;Mercado;Dívida Externa
BID2791/OCBR;10/06/2113;18813657,66;1,00;01/2024;Mercado;Dívida Externa
BIRD7338-BR;21/09/2106;221503,14;1,00;05/2022;Mercado;Dívida Externa
BID2229/OCBR;12/11/2109;8838486,13;1,00;05/2022;Mercado;Dívida Externa
BIRD8813-BR;24/05/2118;14650866,97;1,00;05/2022;Mercado;Dívida Externa
BID1628/OCBR;14/09/2105;35253062,16;1,00;05/2022;Mercado;Dívida Externa
AFD CBR 1122;22/12/2120;1100641671,25;1,00;06/2022;Mercado;Dívida Externa
BID4723/OCBR;04/12/2119;342782605,18;1,00;06/2022;Mercado;Dívida Externa
BIRD7545-BR;09/09/2109;116240805,22;1,00;06/2022;Mercado;Dívida Externa
BIRD8095-BR;01/03/2112;176203445,33;1,00;06/2022;Mercado;Dívida Externa
KfW30089;18/02/2122;1900522256,45;1,00;01/2024;Mercado;Dívida Externa
BID4732/OCBR;04/12/2119;19553210,76;1,00;02/2024;Mercado;Dívida Externa
NDB-20BR02;24/12/2120;5099169999,62;1,00;02/2024;Mercado;Dívida Externa
FIDA437;22/08/2114;37307627,02;1,00;02/2024;Mercado;Dívida Externa
BIRD7901-BR;05/10/2110;121983547,79;1,00;02/2024;Mercado;Dívida Externa
JBICBZ-P14;30/04/2103;43846708,65;1,00;06/2022;Mercado;Dívida Externa
FIDA437;22/08/2114;33085255,49;1,00;07/2022;Mercado;Dívida Externa
BID2919/OCBR;17/12/2113;35500544,70;1,00;07/2022;Mercado;Dívida Externa
BID3391/OCBR;28/12/2117;527036640,54;1,00;07/2022;Mercado;Dívida Externa
BID2248/OCBR;29/12/2109;427849855,73;1,00;07/2022;Mercado;Dívida Externa
BIRD7428-BR;17/07/2108;3100289,09;1,00;07/2022;Mercado;Dívida Externa
BIRD9172-BR;17/06/2121;5215915875,92;1,00;07/2022;Mercado;Dívida Externa
BID4723/OCBR;04/12/2119;340145371,83;1,00;07/2022;Mercado;Dívida Externa
SEK-FX2-SEK;25/08/2115;9845203894,45;1,00;07/2022;Mercado;Dívida Externa
BIRD7782-BR;22/12/2109;11767610,56;1,00;02/2024;Mercado;Dívida Externa
TDAD12D236;01/04/2025;1921047,73;18613,00;02/2023;Mercado;Dívida Interna
TDAD12D237;01/04/2026;1977193,97;19157,00;02/2023;Mercado;Dívida Interna
TDAD12D238;01/04/2027;1994430,04;19324,00;02/2023;Mercado;Dívida Interna
TDAD12D337;01/04/2027;313856,40;3068,00;02/2023;Mercado;Dívida Interna
AINSS A014;17/12/2028;5806,56;4,00;03/2023;Mercado;Dívida Interna
NTN-I 151123;15/11/2023;41483177,40;4007681,00;03/2023;Mercado;Dívida Interna
NTN-I 151125;15/11/2025;21367358,62;2064296,00;03/2023;Mercado;Dívida Interna
TDA29050300;01/05/2029;201145,68;1944,00;03/2023;Mercado;Dívida Interna
TDA27080300;01/08/2027;1423082,88;13854,00;03/2023;Mercado;Dívida Interna
TDAD11G417;01/07/2030;1803093,60;17740,00;04/2023;Mercado;Dívida Interna
TDAD11L237;01/12/2025;3697429,68;36228,00;04/2023;Mercado;Dívida Interna
TDAD11L336;01/12/2025;572639,76;5634,00;04/2023;Mercado;Dívida Interna
TDAD11L340;01/12/2029;577010,28;5677,00;04/2023;Mercado;Dívida Interna
TDAD12D235;01/04/2024;1870334,45;18509,00;04/2023;Mercado;Dívida Interna
TDA34120300;01/12/2034;98549,99;977,00;06/2022;Mercado;Dívida Interna
LTN 010124;01/01/2024;68770739579,02;75111121,00;06/2022;Banco Central;Dívida Interna
NTN-B 150525;15/05/2025;120449115080,99;27782065,00;06/2022;Mercado;Dívida Interna
LTN 010126;01/01/2026;2872060418,54;3738457,12;06/2022;Mercado;Dívida Interna
LFT 010926;01/09/2026;40146414868,60;3400000,00;06/2022;Banco Central;Dívida Interna
LTN 011022;01/10/2022;103260827632,46;104817209,00;06/2022;Mercado;Dívida Interna
NTN-F 010133;01/01/2033;7124745322,62;7531760,72;06/2022;Mercado;Dívida Interna
NTN-I 150427;15/04/2027;9784158,65;954780,00;07/2022;Mercado;Dívida Interna
NTN-I 150136;15/01/2036;415046,39;40502,00;07/2022;Mercado;Dívida Interna
NTN-I 150623;15/06/2023;36926206,68;3603417,00;07/2022;Mercado;Dívida Interna
NTN-I 150823;15/08/2023;33776570,03;3296062,00;07/2022;Mercado;Dívida Interna
TDAD12L338;01/12/2028;4071793,76;40459,00;07/2022;Mercado;Dívida Interna
TDAD12L339;01/12/2029;4071793,76;40459,00;07/2022;Mercado;Dívida Interna
TDAD05K340;01/11/2023;242350,05;2395,00;08/2022;Mercado;Dívida Interna
TDAD05K418;01/11/2025;1716657,80;17105,00;08/2022;Mercado;Dívida Interna
TDAD06C339;01/03/2023;858727,26;8542,00;08/2022;Mercado;Dívida Interna
NTN-I 150228;15/02/2028;4791663,81;477951,00;08/2022;Mercado;Dívida Interna
NTN-I 150824;15/08/2024;22189773,25;2213349,00;08/2022;Mercado;Dívida Interna
NTN-I 150826;15/08/2026;10267001,73;1024096,00;08/2022;Mercado;Dívida Interna
NTN-I 150827;15/08/2027;6274264,35;625835,00;08/2022;Mercado;Dívida Interna
